BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
Nonresidential COS,Other,EAST,1932,1.0,1,33087,0.0,0.406649,0.593351,0.0,3548858.25,66.0,121.9,3.68
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1982,1.0,2,27574,0.0,1.0,0.0,0.0,1211349.25,43.90000153,8.44,0.31
NonResidential,Senior Care Community,North,1998,1.0,5,43661,0.0,0.696494,0.303506,0.0,3936421.5,90.19999695,82.57,1.89
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1987,1.0,3,76105,0.358807,1.0,0.0,0.0,2472350.25,32.5,17.24,0.23
NonResidential,Mixed Use Property,North,1952,1.0,2,32009,0.0,0.670924,0.329076,0.0,1998725.25,53.59999847,44.28,1.38
NonResidential,Medical Office,NORTH,1988,1.0,3,28841,0.0,0.65469,0.345309,0.0,1459199.75,50.59999847,33.42,1.16
NonResidential,Self-Storage Facility,NORTH,1977,2.0,2,33344,0.0,0.999998,0.0,0.0,123767.2031,3.799999952,0.86,0.03
Nonresidential COS,Other,NORTH,2005,2.0,1,30498,0.0,0.437684,0.562316,0.0,2436063.0,79.90000153,80.19,2.63
NonResidential,K-12 School,DELRIDGE,1924,1.0,2,42975,0.0,0.180502,0.819498,0.0,959352.0,44.79999924,42.96,1.0
NonResidential,Other,DELRIDGE,1963,1.0,1,23260,0.0,0.446484,0.553516,0.0,1612105.75,69.30000305,52.41,2.25
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1988,1.0,2,30659,0.0,0.688937,0.311062,0.0,2619088.5,72.40000153,55.85,1.82
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1920,1.0,2,27144,0.0,0.453345,0.546655,0.0,1012024.313,37.29999924,32.58,1.2
NonResidential,Other,NORTHWEST,1970,5.0,1,23166,0.0,1e-06,0.999999,0.0,3475804.25,150.0,184.6,7.97
NonResidential,Medical Office,NORTHWEST,1979,1.0,2,34759,0.0,1.0,0.0,0.0,1633105.375,36.59999847,11.39,0.33
NonResidential,Hospital,NORTHWEST,1966,8.0,1,415632,0.0,0.433143,0.566857,0.0,98960776.0,204.6999969,3278.11,7.89
NonResidential,Worship Facility,NORTHWEST,1965,1.0,2,44719,0.0,0.436598,0.563402,0.0,1614026.25,33.70000076,53.21,1.19
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1965,1.0,1,21603,0.0,0.668528,0.331472,0.0,5833800.0,270.0,129.89,6.01
NonResidential,Medical Office,EAST,1964,1.0,3,591981,0.0,0.467523,0.532477,0.0,102673696.0,173.3999939,3238.24,5.47
NonResidential,Distribution Center,DELRIDGE,1979,1.0,1,42900,0.0,1.000001,0.0,0.0,436252.5,10.10000038,3.04,0.07
Campus,Other,DELRIDGE,2005,5.0,1,57952,0.0,0.476954,0.523046,0.0,3091387.5,53.29999924,96.15,1.66
NonResidential,Other,DELRIDGE,1971,1.0,1,26232,0.0,0.29155,0.70845,0.0,3094090.0,118.0,122.71,4.68
NonResidential,Warehouse,DOWNTOWN,1956,1.0,2,25840,0.0,1.0,0.0,0.0,313528.0938,12.10000038,2.19,0.08
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1988,1.0,1,45145,0.0,0.405603,0.594397,0.0,1268459.0,29.0,43.63,0.97
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2001,1.0,5,70332,0.314153,0.941946,0.058054,0.0,1981115.25,44.59999847,19.12,0.27
NonResidential,Supermarket / Grocery Store,BALLARD,1994,1.0,1,45522,0.0,0.573018,0.426982,0.0,12250422.0,269.1000061,326.74,7.18
NonResidential,Retail Store,NORTHWEST,1979,1.0,2,20088,0.0,0.999998,0.0,0.0,326778.6875,16.70000076,2.28,0.11
Campus,Other,GREATER DUWAMISH,1989,5.0,2,138907,0.0,0.654568,0.345432,0.0,7837692.5,56.20000076,179.55,1.29
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1997,1.0,2,40657,0.0,0.970135,0.029865,0.0,2826828.0,69.5,23.6,0.58
NonResidential,Warehouse,GREATER DUWAMISH,1900,1.0,1,20200,0.0,0.969486,0.030515,0.0,269016.6875,13.30000019,2.25,0.11
NonResidential,Residence Hall,EAST,1904,1.0,1,44086,0.0,0.33371,0.140523,0.525767,3652708.75,82.80000305,184.0,4.17
NonResidential,Small- and Mid-Sized Office,EAST,1970,1.0,7,54372,0.382991,1.0,0.0,0.0,1403820.0,25.79999924,9.79,0.18
NonResidential,Other,EAST,1951,1.0,1,47699,0.0,0.398134,0.007666,0.594199,14524386.0,309.0,712.39,14.94
NonResidential,Medical Office,EAST,1945,1.0,0,274568,0.0,0.474696,0.0,0.525304,25311526.0,111.0,1110.07,4.04
NonResidential,Small- and Mid-Sized Office,EAST,1956,1.0,3,21282,0.0,0.38797,0.0,0.61203,1245923.75,63.40000153,62.23,2.92
NonResidential,Other,SOUTHEAST,1921,1.0,2,41022,0.0,1.0,0.0,0.0,3787648.25,92.30000305,26.41,0.64
NonResidential,Other,DELRIDGE,1966,1.0,2,28109,0.0,0.920763,0.079237,0.0,3612526.75,128.5,38.39,1.37
NonResidential,Small- and Mid-Sized Office,NORTH,1985,1.0,3,33580,0.386837,1.000001,0.0,0.0,409578.4063,19.89999962,2.86,0.09
NonResidential,Warehouse,NORTH,1977,1.0,1,21936,0.0,0.634907,0.365093,0.0,113130.0,5.199999809,2.69,0.12
NonResidential,Other,NORTH,1969,1.0,1,30160,0.0,0.233876,0.766123,0.0,1045838.5,34.70000076,44.26,1.47
NonResidential,Mixed Use Property,DOWNTOWN,1909,1.0,11,111137,0.0,0.482126,0.517874,0.0,9546165.0,96.40000153,294.65,2.65
NonResidential,Other,Delridge,1997,1.0,1,40189,0.0,0.610376,0.389624,0.0,1509292.0,40.29999924,37.65,0.94
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1988,1.0,2,66484,0.0,1.0,0.0,0.0,3046543.0,39.90000153,21.24,0.32
NonResidential,Small- and Mid-Sized Office,EAST,1959,1.0,3,25151,0.0,0.448007,0.0,0.551993,1356874.75,56.20000076,62.05,2.47
NonResidential,Hotel,EAST,1928,1.0,6,35770,0.0,0.229137,0.770863,0.0,2640980.25,73.80000305,112.34,3.14
NonResidential,Hotel,EAST,1928,1.0,9,48006,0.0,0.473319,0.526681,0.0,3239754.0,67.5,101.31,2.11
NonResidential,Mixed Use Property,DOWNTOWN,1960,1.0,2,29631,0.0,0.532085,0.467915,0.0,5144392.0,151.3000031,146.93,4.96
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1989,1.0,2,23472,0.0,0.531655,0.468345,0.0,1625308.625,71.59999847,46.45,1.98
Nonresidential COS,Small- and Mid-Sized Office,GREATER DUWAMISH,1973,1.0,2,21315,0.0,0.293422,0.706578,0.0,2796425.0,136.8999939,110.66,5.19
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1984,1.0,4,57110,0.276869,0.910537,0.089463,0.0,2190460.0,59.40000153,24.31,0.43
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1979,1.0,3,34030,0.0,0.875159,0.124841,0.0,1748629.875,51.40000153,22.26,0.65
NonResidential,Restaurant,SOUTHWEST,1902,1.0,2,20398,0.0,0.373495,0.626505,0.0,9313513.0,456.6000061,334.15,16.38
NonResidential,Distribution Center,GREATER DUWAMISH,1952,1.0,1,41308,0.0,0.642183,0.357817,0.0,1642471.5,39.79999924,38.57,0.93
NonResidential,Mixed Use Property,DOWNTOWN,1913,1.0,3,43878,0.0,1.0,0.0,0.0,769771.3125,23.39999962,5.37,0.12
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1912,1.0,3,34976,0.0,0.761661,0.238339,0.0,873711.125,25.0,15.7,0.45
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1957,1.0,1,38255,0.0,0.407778,0.592222,0.0,985401.8125,25.79999924,33.8,0.88
Campus,Other,MAGNOLIA / QUEEN ANNE,1955,23.0,1,260241,0.0,0.790716,0.209284,0.0,34012980.0,130.6999969,565.55,2.17
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1989,1.0,3,48924,0.0,0.58854,0.41146,0.0,2282551.25,72.90000153,59.24,1.21
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1959,1.0,4,50333,0.358333,1.0,0.0,0.0,1602084.375,31.79999924,11.17,0.22
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1986,1.0,4,57432,0.381425,1.0,0.0,0.0,2520483.25,73.80000305,17.57,0.31
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1969,1.0,3,25912,0.307039,1.0,0.0,0.0,666740.3125,38.5,4.65,0.18
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2000,1.0,3,57132,0.383463,1.0,0.0,0.0,1994967.75,59.20000076,13.91,0.24
NonResidential,Worship Facility,DELRIDGE,1957,1.0,2,24224,0.0,0.552604,0.447396,0.0,968026.3125,40.0,26.73,1.1
NonResidential,Worship Facility,DELRIDGE,1963,1.0,1,23706,0.0,0.441322,0.558678,0.0,400770.9063,16.89999962,13.12,0.55
NonResidential,Warehouse,GREATER DUWAMISH,1963,1.0,1,31900,0.0,1.0,0.0,0.0,1964681.25,61.40000153,13.7,0.43
NonResidential,Other,SOUTHWEST,1917,1.0,1,49066,0.0,0.140281,0.859719,0.0,3835202.0,78.30000305,178.86,3.65
NonResidential,Worship Facility,SOUTHWEST,1952,1.0,3,30740,0.0,0.36319,0.63681,0.0,1686262.25,42.20000076,61.3,1.99
NonResidential,Supermarket / Grocery Store,SOUTHEAST,1959,1.0,1,67450,0.0,0.72525,0.27475,0.0,2842819.5,66.5,55.86,0.83
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1948,1.0,1,46970,0.0,0.999999,0.0,0.0,882896.5,18.79999924,6.16,0.13
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1931,1.0,1,47554,0.0,0.815488,0.184513,0.0,1035554.688,33.29999924,16.04,0.34
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1979,1.0,2,43016,0.125535,0.08737,0.91263,0.0,1234095.5,28.70000076,60.57,1.41
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1931,1.0,1,24196,0.0,0.693134,0.306866,0.0,1055033.0,43.59999847,22.29,0.92
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1940,1.0,2,20671,0.0,0.310601,0.689399,0.0,638507.125,30.89999962,24.76,1.2
NonResidential,Warehouse,GREATER DUWAMISH,1927,1.0,1,21600,0.0,0.528489,0.471512,0.0,499828.5938,23.10000038,14.36,0.66
NonResidential,Worship Facility,SOUTHWEST,1977,1.0,1,35844,0.0,1.0,0.0,0.0,866126.375,24.20000076,6.04,0.17
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1916,1.0,3,31774,0.0,0.901589,0.098411,0.0,1639136.25,48.40000153,18.87,0.59
NonResidential,Warehouse,GREATER DUWAMISH,1953,1.0,1,26094,0.0,1.0,0.0,0.0,709990.8125,27.20000076,4.95,0.19
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1983,1.0,2,23687,0.0,1.0,0.0,0.0,1084553.75,45.79999924,7.56,0.32
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1983,1.0,2,24221,0.0,1.0,0.0,0.0,1435562.75,59.29999924,10.01,0.41
NonResidential,Mixed Use Property,DOWNTOWN,1900,1.0,2,71919,0.195818,1.0,0.0,0.0,5381105.0,93.40000153,37.51,0.52
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,2,32027,0.0,0.45521,0.54479,0.0,3999505.25,124.9000015,128.41,4.01
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,3,32160,0.0,1.0,0.0,0.0,2805826.0,56.20000076,19.56,0.61
NonResidential,Other,GREATER DUWAMISH,1992,1.0,3,47836,0.158291,0.48019,0.51981,0.0,3540225.75,81.69999695,109.59,2.29
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1914,1.0,3,34425,0.0,0.613446,0.386554,0.0,2018385.75,40.40000153,50.07,1.45
NonResidential,Medical Office,SOUTHWEST,1984,1.0,3,40304,0.297737,1.0,0.0,0.0,1961581.5,97.59999847,13.67,0.34
NonResidential,Distribution Center,GREATER DUWAMISH,1990,1.0,1,29619,0.0,0.432518,0.567482,0.0,1280263.75,43.20000076,42.45,1.43
NonResidential,K-12 School,CENTRAL,1922,1.0,2,21592,0.0,0.330072,0.669928,0.0,1431784.0,69.19999695,54.24,2.51
NonResidential,K-12 School,NORTH,1931,1.0,2,23923,0.0,0.626231,0.373768,0.0,805643.5,33.70000076,19.51,0.82
NonResidential,Small- and Mid-Sized Office,CENTRAL,1907,1.0,3,25200,0.0,0.691415,0.308585,0.0,1748444.25,72.90000153,37.08,1.47
NonResidential,Small- and Mid-Sized Office,CENTRAL,1963,1.0,2,28296,0.0,1.0,0.0,0.0,1328461.25,49.40000153,9.26,0.33
NonResidential,Small- and Mid-Sized Office,CENTRAL,1999,1.0,3,31357,0.0,0.903102,0.096898,0.0,1965075.625,64.40000153,22.48,0.72
NonResidential,Distribution Center,GREATER DUWAMISH,1968,1.0,1,160000,0.0,1.0,0.0,0.0,1157976.5,7.199999809,8.07,0.05
NonResidential,Warehouse,GREATER DUWAMISH,1960,1.0,1,53550,0.0,0.326568,0.673432,0.0,4590246.5,85.69999695,174.62,3.26
NonResidential,Warehouse,GREATER DUWAMISH,1924,1.0,1,38412,0.0,0.258694,0.741306,0.0,1628540.0,40.70000076,67.05,1.75
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1930,1.0,1,25881,0.0,0.999999,0.0,0.0,545426.375,21.10000038,3.8,0.15
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1953,1.0,1,24291,0.0,0.502709,0.497292,0.0,655422.375,27.29999924,19.61,0.81
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,36544,0.0,0.999999,0.0,0.0,1269847.75,34.70000076,8.85,0.24
NonResidential,Warehouse,GREATER DUWAMISH,1949,1.0,1,20796,0.0,0.314708,0.685291,0.0,1324092.125,63.70000076,51.1,2.46
NonResidential,Distribution Center,GREATER DUWAMISH,1947,1.0,1,21349,0.0,0.591189,0.408811,0.0,659761.875,30.89999962,17.04,0.8
NonResidential,Warehouse,GREATER DUWAMISH,1936,1.0,1,38630,0.0,1.000001,0.0,0.0,416885.5938,10.80000019,2.91,0.08
NonResidential,Warehouse,GREATER DUWAMISH,1950,1.0,1,20724,0.0,0.165658,0.834342,0.0,1832031.5,88.40000153,83.3,4.02
NonResidential,Other,GREATER DUWAMISH,1960,1.0,1,24109,0.0,1.0,0.0,0.0,4747403.5,196.8999939,33.1,1.37
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1955,1.0,1,25375,0.0,1.0,0.0,0.0,4069301.5,158.3999939,28.37,1.12
Nonresidential COS,Warehouse,GREATER DUWAMISH,1985,1.0,1,22803,0.0,0.54136,0.45864,0.0,764094.5,33.5,21.5,0.94
Nonresidential COS,Mixed Use Property,GREATER DUWAMISH,1985,1.0,1,23100,0.0,0.363729,0.636271,0.0,4323672.0,187.1999969,157.07,6.8
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1951,1.0,1,41550,0.0,1.0,0.0,0.0,642645.1875,15.5,4.48,0.11
NonResidential,Other,GREATER DUWAMISH,1994,1.0,2,54170,0.0,0.485184,0.514816,0.0,5804784.5,107.1999969,178.35,3.29
NonResidential,K-12 School,SOUTHEAST,1912,1.0,2,42252,0.0,0.144458,0.855542,0.0,2203758.5,52.20000076,102.35,2.42
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1955,1.0,1,23100,0.0,0.803045,0.196955,0.0,863703.0,37.09999847,13.87,0.6
NonResidential,Worship Facility,SOUTHEAST,1981,1.0,3,22895,0.0,0.515391,0.484609,0.0,440419.1875,19.20000076,12.92,0.56
NonResidential,Self-Storage Facility,NORTHEAST,2006,1.0,6,48179,0.148031,0.818972,0.181028,0.0,797170.3125,16.5,12.22,0.25
NonResidential,Warehouse,GREATER DUWAMISH,1937,1.0,1,52325,0.0,0.668047,0.331952,0.0,808968.1875,15.5,18.03,0.34
NonResidential,Other,GREATER DUWAMISH,1920,1.0,4,20600,0.0,0.373928,0.626074,0.0,270838.5,13.10000038,9.71,0.47
Campus,Other,GREATER DUWAMISH,1991,10.0,0,230971,0.0,0.733496,0.266504,0.0,21022288.0,91.0,405.05,1.75
NonResidential,Retail Store,GREATER DUWAMISH,1944,1.0,1,25880,0.0,1.0,0.0,0.0,162960.0,6.300000191,1.14,0.04
NonResidential,Warehouse,GREATER DUWAMISH,1960,1.0,1,45842,0.0,0.819165,0.180834,0.0,819354.625,11.39999962,12.55,0.27
NonResidential,Other,GREATER DUWAMISH,1972,1.0,1,31365,0.0,0.982245,0.017755,0.0,652991.6875,20.79999924,5.09,0.16
NonResidential,Other,GREATER DUWAMISH,1910,1.0,1,32100,0.0,0.414271,0.585729,0.0,758008.875,23.60000038,25.77,0.8
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,20520,0.0,0.392912,0.607088,0.0,1167887.75,56.90000153,40.85,1.99
NonResidential,Warehouse,GREATER DUWAMISH,1945,1.0,1,22972,0.0,1.0,0.0,0.0,495481.0,21.60000038,3.45,0.15
NonResidential,Warehouse,GREATER DUWAMISH,1953,1.0,1,24990,0.0,0.791065,0.208934,0.0,523614.0938,16.20000076,8.7,0.35
NonResidential,Retail Store,GREATER DUWAMISH,1951,1.0,2,24000,0.0,0.478323,0.521677,0.0,1318947.25,47.79999924,40.94,1.71
NonResidential,Warehouse,GREATER DUWAMISH,1963,1.0,1,100386,0.0,0.577771,0.422229,0.0,3626431.5,36.09999847,95.93,0.96
NonResidential,Distribution Center,GREATER DUWAMISH,1966,1.0,1,24354,0.0,0.641765,0.358235,0.0,735907.8125,30.20000076,17.29,0.71
NonResidential,Distribution Center,GREATER DUWAMISH,1959,1.0,1,33600,0.0,0.758531,0.241468,0.0,847419.375,25.20000076,15.35,0.46
NonResidential,Other,GREATER DUWAMISH,1974,1.0,1,20819,0.0,0.495476,0.504525,0.0,1694930.375,81.40000153,51.27,2.46
NonResidential,Warehouse,GREATER DUWAMISH,1967,1.0,1,23296,0.0,0.544575,0.455424,0.0,1429855.75,61.40000153,40.01,1.72
NonResidential,Mixed Use Property,GREATER DUWAMISH,1954,1.0,1,35222,0.0,0.652782,0.347218,0.0,1758134.625,51.40000153,40.42,1.15
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1957,1.0,1,25520,0.0,0.357181,0.642818,0.0,1610794.75,63.90000153,59.0,2.31
NonResidential,Other,GREATER DUWAMISH,1952,1.0,1,25460,0.0,1.0,0.0,0.0,834711.875,101.5,5.82,0.23
NonResidential,Small- and Mid-Sized Office,NORTH,1974,1.0,2,24291,0.0,0.999999,0.0,0.0,920430.625,37.90000153,6.42,0.26
NonResidential,Retail Store,NORTH,1958,1.0,2,20738,0.0,1.0,0.0,0.0,526752.8125,25.39999962,3.67,0.18
NonResidential,Mixed Use Property,NORTH,2000,1.0,4,30948,0.0,1.0,0.0,0.0,919746.3125,39.20000076,6.41,0.21
NonResidential,Medical Office,NORTH,1986,1.0,2,28385,0.248582,1.0,0.0,0.0,2654316.0,129.0,18.5,0.65
NonResidential,Warehouse,GREATER DUWAMISH,1978,1.0,1,21755,0.0,0.701472,0.298529,0.0,844076.8125,42.09999847,17.51,0.8
NonResidential,Other,GREATER DUWAMISH,1960,1.0,1,27933,0.0,1.0,0.0,0.0,6129780.0,219.3999939,42.73,1.53
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1983,1.0,1,23143,0.0,0.412124,0.587877,0.0,1139980.625,49.29999924,38.87,1.68
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1962,1.0,1,28800,0.0,0.37317,0.488115,0.0,2107743.75,58.29999924,60.12,2.09
NonResidential,Warehouse,GREATER DUWAMISH,1952,1.0,1,39600,0.0,0.999999,0.0,0.0,405050.4063,10.19999981,2.82,0.07
NonResidential,Warehouse,GREATER DUWAMISH,1952,1.0,1,39600,0.0,0.723068,0.276932,0.0,468396.9063,11.80000019,9.25,0.23
NonResidential,Distribution Center,GREATER DUWAMISH,1937,1.0,1,41248,0.0,0.828485,0.171515,0.0,1108310.875,26.79999924,16.5,0.4
NonResidential,Other,GREATER DUWAMISH,2009,1.0,1,36400,0.0,0.512962,0.487038,0.0,1567746.75,43.09999847,46.16,1.27
NonResidential,Other,SOUTHWEST,1920,1.0,1,31332,0.0,1.0,0.0,0.0,3573328.25,114.0,24.91,0.8
NonResidential,Worship Facility,SOUTHWEST,1948,1.0,2,35864,0.0,0.380936,0.619064,0.0,1228113.5,34.20000076,43.64,1.22
NonResidential,Worship Facility,GREATER DUWAMISH,1954,1.0,1,20484,0.0,0.139847,0.860153,0.0,822636.625,40.20000076,38.38,1.87
NonResidential,Medical Office,NORTHEAST,1984,1.0,4,45264,0.389316,1.0,0.0,0.0,1849331.25,85.09999847,12.89,0.28
NonResidential,Medical Office,NORTHEAST,1987,2.0,4,36932,0.394671,1.0,0.0,0.0,2824096.75,102.1999969,19.69,0.53
NonResidential,Other,CENTRAL,1973,1.0,4,45082,0.0,0.675637,0.324363,0.0,4262316.5,94.5,93.5,2.07
NonResidential,Worship Facility,NORTHWEST,1951,0.0,2,41600,0.0,0.589103,0.410897,0.0,1195165.25,28.70000076,30.99,0.74
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1960,1.0,2,34110,0.0,1.0,0.0,0.0,2563985.5,75.19999695,17.87,0.52
NonResidential,Warehouse,GREATER DUWAMISH,1970,1.0,1,23750,0.0,1.0,0.0,0.0,522972.1875,25.0,3.65,0.15
NonResidential,Warehouse,GREATER DUWAMISH,1970,1.0,1,43390,0.0,1.0,0.0,0.0,533742.8125,12.30000019,3.72,0.09
NonResidential,Warehouse,GREATER DUWAMISH,1959,1.0,1,35400,0.0,0.671477,0.328524,0.0,419978.6875,11.89999962,9.29,0.26
NonResidential,Distribution Center,GREATER DUWAMISH,1966,1.0,1,28144,0.0,0.943693,0.056307,0.0,858701.0,30.39999962,8.22,0.29
NonResidential,Warehouse,GREATER DUWAMISH,1916,1.0,3,71283,0.0,0.775504,0.224496,0.0,2491238.25,34.90000153,43.17,0.61
NonResidential,Warehouse,GREATER DUWAMISH,1989,1.0,1,23792,0.0,1.0,0.0,0.0,2852102.75,119.9000015,19.88,0.84
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1979,1.0,2,47368,0.0,1.0,0.0,0.0,1042652.625,22.0,7.27,0.15
NonResidential,Mixed Use Property,GREATER DUWAMISH,1931,1.0,1,46183,0.0,0.83105,0.16895,0.0,1890502.5,40.90000153,27.92,0.6
NonResidential,Small- and Mid-Sized Office,CENTRAL,1984,1.0,5,72613,0.313828,0.801632,0.198368,0.0,2602213.75,52.20000076,41.96,0.58
SPS-District K-12,K-12 School,SOUTHEAST,1989,1.0,3,51672,0.0,0.844771,0.155228,0.0,1436510.375,27.79999924,20.3,0.39
Nonresidential COS,Medical Office,SOUTHEAST,1990,1.0,2,38352,0.288955,1.0,0.0,0.0,2108861.75,76.69999695,14.7,0.38
Nonresidential COS,Mixed Use Property,SOUTHEAST,1995,1.0,1,28425,0.0,0.56955,0.43045,0.0,2133797.75,75.19999695,57.25,2.01
NonResidential,Other,NORTH,2009,1.0,3,35115,0.0,0.791125,0.208875,0.0,1922953.25,54.79999924,31.94,0.91
NonResidential,Mixed Use Property,NORTHWEST,1972,1.0,1,66704,0.0,0.437471,0.562529,0.0,600516.875,9.0,19.77,0.3
Nonresidential COS,Warehouse,NORTHWEST,1969,1.0,1,25658,0.0,0.766601,0.233399,0.0,1063960.125,41.5,18.87,0.74
NonResidential,Small- and Mid-Sized Office,EAST,1907,1.0,2,36000,0.0,0.777351,0.222649,0.0,1046187.625,29.10000038,18.04,0.5
NonResidential,Mixed Use Property,EAST,1913,1.0,1,36000,0.0,0.65657,0.34343,0.0,1162163.125,64.59999847,26.52,0.74
NonResidential,Warehouse,EAST,1915,1.0,2,43200,0.0,0.5988,0.4012,0.0,1929851.5,44.70000076,49.18,1.14
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1913,1.0,4,53840,0.239042,0.802484,0.197516,0.0,2912454.75,68.0,46.85,0.87
NonResidential,Retail Store,GREATER DUWAMISH,1975,1.0,1,43794,0.0,0.71366,0.28634,0.0,1164537.75,26.60000038,23.5,0.54
NonResidential,Warehouse,GREATER DUWAMISH,1968,1.0,1,48280,0.0,0.520817,0.479183,0.0,2701833.75,56.0,78.57,1.63
NonResidential,Distribution Center,GREATER DUWAMISH,1954,1.0,1,36040,0.0,0.690009,0.30999,0.0,363808.1875,10.10000038,7.74,0.21
NonResidential,Supermarket / Grocery Store,NORTHEAST,1965,1.0,1,32822,0.0,0.611857,0.388143,0.0,8839812.0,252.3000031,219.93,6.7
NonResidential,Worship Facility,NORTHEAST,1950,1.0,2,20385,0.0,0.23954,0.76046,0.0,809291.8125,39.70000076,34.04,1.67
NonResidential,Worship Facility,NORTHEAST,1946,1.0,1,24295,0.0,1.0,0.0,0.0,216115.0,8.899999619,1.51,0.06
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1967,1.0,2,20317,0.0,0.999999,0.0,0.0,620994.3125,30.60000038,4.33,0.21
NonResidential,Supermarket / Grocery Store,NORTHEAST,1973,1.0,1,24377,0.0,0.578362,0.421638,0.0,9851260.0,404.1000061,260.32,10.68
NonResidential,Other,NORTHWEST,1986,1.0,1,33392,0.0,1.0,0.0,0.0,2786648.75,83.5,19.43,0.58
NonResidential,Supermarket / Grocery Store,NORTHWEST,1986,0.0,1,45155,0.0,0.635951,0.364049,0.0,6674179.5,147.8000031,158.63,3.51
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,32000,0.0,0.737011,0.262989,0.0,2186148.5,68.19999695,41.77,1.31
NonResidential,Warehouse,GREATER DUWAMISH,1970,1.0,1,44000,0.0,0.266853,0.733147,0.0,4302455.5,94.69999695,175.53,3.99
NonResidential,Warehouse,GREATER DUWAMISH,1973,1.0,1,36000,0.0,0.178348,0.821652,0.0,2771820.5,77.0,124.4,3.46
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,31360,0.0,0.461476,0.538524,0.0,1356972.25,43.59999847,43.18,1.38
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,33320,0.0,0.551135,0.448865,0.0,2339234.0,70.0,64.75,1.94
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,48020,0.0,0.611109,0.388891,0.0,2373568.25,49.70000076,59.14,1.23
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,27420,0.0,0.431629,0.568371,0.0,1176342.25,42.20000076,39.05,1.42
NonResidential,K-12 School,NORTHEAST,1949,1.0,2,43645,0.0,0.252625,0.747376,0.0,2053956.375,55.5,85.15,1.95
NonResidential,Retail Store,NORTHEAST,1952,1.0,1,26853,0.0,0.818648,0.181352,0.0,1399062.75,68.69999695,21.46,0.8
NonResidential,Other,GREATER DUWAMISH,1909,1.0,4,44775,0.0,0.469814,0.530187,0.0,950695.625,21.20000076,29.88,0.67
NonResidential,Other,GREATER DUWAMISH,1916,2.0,1,27760,0.0,0.288137,0.711863,0.0,2833624.5,75.09999847,112.82,4.06
